Title="exact solution of burgers equation at t = 2.54"
Variables="x","theta","u" 
0.755 0.972686 -0.0857033
0.765 0.973803 -0.0822061
0.775 0.97492 -0.0787088
0.785 0.976037 -0.0752114
0.795 0.977153 -0.0717138
0.805 0.978269 -0.0682162
0.815 0.979385 -0.0647185
0.825 0.980501 -0.0612207
0.835 0.981616 -0.0577228
0.845 0.982731 -0.0542249
0.855 0.983846 -0.0507269
0.865 0.984961 -0.0472288
0.875 0.986076 -0.0437306
0.885 0.98719 -0.0402324
0.895 0.988305 -0.0367341
0.905 0.989419 -0.0332357
0.915 0.990533 -0.0297374
0.925 0.991647 -0.0262389
0.935 0.992761 -0.0227405
0.945 0.993875 -0.019242
0.955 0.994988 -0.0157435
0.965 0.996102 -0.012245
0.975 0.997216 -0.00874642
0.985 0.99833 -0.00524785
0.995 0.999443 -0.00174929
